iteration; accuracy; features
20; 2.1789554047256737e-05; ['f0_temp', 'f1_temp', 'f2_temp', 'f3_temp', 'f4_temp', 'f5_temp', 'f6_temp', 'f0_hap_daily_summary', 'f1_hap_daily_summary', 'f2_hap_daily_summary', 'f3_hap_daily_summary', 'f6_hap_daily_summary', 'f4_hap_daily_summary', 'o3_AQIpm25_nonfrm_daily_summary', 'f1_pm25_nonfrm_daily_summary', 'f0_pm25_nonfrm_daily_summary', 'f3_pm25_nonfrm_daily_summary', 'f2_pm25_nonfrm_daily_summary', 'f4_pm25_nonfrm_daily_summary', 'f0_nonoxnoy_daily_summary', 'f1_nonoxnoy_daily_summary', 'f2_nonoxnoy_daily_summary', 'f3_nonoxnoy_daily_summary', 'f4_nonoxnoy_daily_summary', 'f6_nonoxnoy_daily_summary', 'f1_no2_daily_summary', 'o3_AQIno2_daily_summary', 'f2_no2_daily_summary', 'f0_no2_daily_summary', 'f3_no2_daily_summary', 'f4_no2_daily_summary', 'f0_lead_daily_summary', 'f5_lead_daily_summary', 'f6_lead_daily_summary', 'f1_pm10_daily_summary', 'o3_AQIpm10_daily_summary', 'f0_pm10_daily_summary', 'f0_wind_daily_summary', 'f1_wind_daily_summary', 'f2_wind_daily_summary', 'f3_wind_daily_summary', 'f4_wind_daily_summary', 'f5_wind_daily_summary', 'f1_co_daily_summary', 'o3_AQIco_daily_summary', 'f2_co_daily_summary', 'f0_co_daily_summary', 'f4_co_daily_summary', 'f3_co_daily_summary', 'f0_pressure_daily_summary', 'f1_pressure_daily_summary', 'f2_pressure_daily_summary', 'f4_pressure_daily_summary', 'f5_pressure_daily_summary', 'f6_pressure_daily_summary', 'f0_voc_daily_summary', 'f1_voc_daily_summary', 'f3_voc_daily_summary']
21; 2.1205733704261678e-05; ['f0_temp', 'f1_temp', 'f2_temp', 'f3_temp', 'f4_temp', 'f5_temp', 'f6_temp', 'f0_hap_daily_summary', 'f1_hap_daily_summary', 'f2_hap_daily_summary', 'f3_hap_daily_summary', 'f6_hap_daily_summary', 'f4_hap_daily_summary', 'o3_AQIpm25_nonfrm_daily_summary', 'f1_pm25_nonfrm_daily_summary', 'f0_pm25_nonfrm_daily_summary', 'f3_pm25_nonfrm_daily_summary', 'f2_pm25_nonfrm_daily_summary', 'f4_pm25_nonfrm_daily_summary', 'f0_nonoxnoy_daily_summary', 'f1_nonoxnoy_daily_summary', 'f2_nonoxnoy_daily_summary', 'f3_nonoxnoy_daily_summary', 'f4_nonoxnoy_daily_summary', 'f6_nonoxnoy_daily_summary', 'f1_no2_daily_summary', 'o3_AQIno2_daily_summary', 'f2_no2_daily_summary', 'f0_no2_daily_summary', 'f3_no2_daily_summary', 'f4_no2_daily_summary', 'f0_lead_daily_summary', 'f5_lead_daily_summary', 'f6_lead_daily_summary', 'f1_pm10_daily_summary', 'o3_AQIpm10_daily_summary', 'f0_pm10_daily_summary', 'f0_wind_daily_summary', 'f1_wind_daily_summary', 'f2_wind_daily_summary', 'f3_wind_daily_summary', 'f4_wind_daily_summary', 'f5_wind_daily_summary', 'f1_co_daily_summary', 'o3_AQIco_daily_summary', 'f2_co_daily_summary', 'f0_co_daily_summary', 'f4_co_daily_summary', 'f3_co_daily_summary', 'f0_pressure_daily_summary', 'f1_pressure_daily_summary', 'f2_pressure_daily_summary', 'f4_pressure_daily_summary', 'f5_pressure_daily_summary', 'f6_pressure_daily_summary', 'f0_voc_daily_summary', 'f1_voc_daily_summary', 'f3_voc_daily_summary', 'f2_voc_daily_summary', 'f6_voc_daily_summary', 'f5_voc_daily_summary']
22; 1.999637275930074e-05; ['f0_temp', 'f1_temp', 'f2_temp', 'f3_temp', 'f4_temp', 'f5_temp', 'f6_temp', 'f0_hap_daily_summary', 'f1_hap_daily_summary', 'f2_hap_daily_summary', 'f3_hap_daily_summary', 'f6_hap_daily_summary', 'f4_hap_daily_summary', 'o3_AQIpm25_nonfrm_daily_summary', 'f1_pm25_nonfrm_daily_summary', 'f0_pm25_nonfrm_daily_summary', 'f3_pm25_nonfrm_daily_summary', 'f2_pm25_nonfrm_daily_summary', 'f4_pm25_nonfrm_daily_summary', 'f0_nonoxnoy_daily_summary', 'f1_nonoxnoy_daily_summary', 'f2_nonoxnoy_daily_summary', 'f3_nonoxnoy_daily_summary', 'f4_nonoxnoy_daily_summary', 'f6_nonoxnoy_daily_summary', 'f1_no2_daily_summary', 'o3_AQIno2_daily_summary', 'f2_no2_daily_summary', 'f0_no2_daily_summary', 'f3_no2_daily_summary', 'f4_no2_daily_summary', 'f0_lead_daily_summary', 'f5_lead_daily_summary', 'f6_lead_daily_summary', 'f1_pm10_daily_summary', 'o3_AQIpm10_daily_summary', 'f0_pm10_daily_summary', 'f0_wind_daily_summary', 'f1_wind_daily_summary', 'f2_wind_daily_summary', 'f3_wind_daily_summary', 'f4_wind_daily_summary', 'f5_wind_daily_summary', 'f1_co_daily_summary', 'o3_AQIco_daily_summary', 'f2_co_daily_summary', 'f0_co_daily_summary', 'f4_co_daily_summary', 'f3_co_daily_summary', 'f0_pressure_daily_summary', 'f1_pressure_daily_summary', 'f2_pressure_daily_summary', 'f4_pressure_daily_summary', 'f5_pressure_daily_summary', 'f6_pressure_daily_summary', 'f0_voc_daily_summary', 'f1_voc_daily_summary', 'f3_voc_daily_summary', 'f2_voc_daily_summary', 'f6_voc_daily_summary', 'f5_voc_daily_summary', 'f0_pm25_speciation_daily_summary', 'f3_pm25_speciation_daily_summary', 'f2_pm25_speciation_daily_summary']
23; 1.91442235036226e-05; ['f0_temp', 'f1_temp', 'f2_temp', 'f3_temp', 'f4_temp', 'f5_temp', 'f6_temp', 'f0_hap_daily_summary', 'f1_hap_daily_summary', 'f2_hap_daily_summary', 'f3_hap_daily_summary', 'f6_hap_daily_summary', 'f4_hap_daily_summary', 'o3_AQIpm25_nonfrm_daily_summary', 'f1_pm25_nonfrm_daily_summary', 'f0_pm25_nonfrm_daily_summary', 'f3_pm25_nonfrm_daily_summary', 'f2_pm25_nonfrm_daily_summary', 'f4_pm25_nonfrm_daily_summary', 'f0_nonoxnoy_daily_summary', 'f1_nonoxnoy_daily_summary', 'f2_nonoxnoy_daily_summary', 'f3_nonoxnoy_daily_summary', 'f4_nonoxnoy_daily_summary', 'f6_nonoxnoy_daily_summary', 'f1_no2_daily_summary', 'o3_AQIno2_daily_summary', 'f2_no2_daily_summary', 'f0_no2_daily_summary', 'f3_no2_daily_summary', 'f4_no2_daily_summary', 'f0_lead_daily_summary', 'f5_lead_daily_summary', 'f6_lead_daily_summary', 'f1_pm10_daily_summary', 'o3_AQIpm10_daily_summary', 'f0_pm10_daily_summary', 'f0_wind_daily_summary', 'f1_wind_daily_summary', 'f2_wind_daily_summary', 'f3_wind_daily_summary', 'f4_wind_daily_summary', 'f5_wind_daily_summary', 'f1_co_daily_summary', 'o3_AQIco_daily_summary', 'f2_co_daily_summary', 'f0_co_daily_summary', 'f4_co_daily_summary', 'f3_co_daily_summary', 'f0_pressure_daily_summary', 'f1_pressure_daily_summary', 'f2_pressure_daily_summary', 'f4_pressure_daily_summary', 'f5_pressure_daily_summary', 'f6_pressure_daily_summary', 'f0_voc_daily_summary', 'f1_voc_daily_summary', 'f3_voc_daily_summary', 'f2_voc_daily_summary', 'f6_voc_daily_summary', 'f5_voc_daily_summary', 'f0_pm25_speciation_daily_summary', 'f3_pm25_speciation_daily_summary', 'f2_pm25_speciation_daily_summary', 'f5_pm25_speciation_daily_summary', 'f1_pm25_speciation_daily_summary', 'f4_pm25_speciation_daily_summary']
24; 1.976445370503673e-05; ['f0_temp', 'f1_temp', 'f2_temp', 'f3_temp', 'f4_temp', 'f5_temp', 'f6_temp', 'f0_hap_daily_summary', 'f1_hap_daily_summary', 'f2_hap_daily_summary', 'f3_hap_daily_summary', 'f6_hap_daily_summary', 'f4_hap_daily_summary', 'o3_AQIpm25_nonfrm_daily_summary', 'f1_pm25_nonfrm_daily_summary', 'f0_pm25_nonfrm_daily_summary', 'f3_pm25_nonfrm_daily_summary', 'f2_pm25_nonfrm_daily_summary', 'f4_pm25_nonfrm_daily_summary', 'f0_nonoxnoy_daily_summary', 'f1_nonoxnoy_daily_summary', 'f2_nonoxnoy_daily_summary', 'f3_nonoxnoy_daily_summary', 'f4_nonoxnoy_daily_summary', 'f6_nonoxnoy_daily_summary', 'f1_no2_daily_summary', 'o3_AQIno2_daily_summary', 'f2_no2_daily_summary', 'f0_no2_daily_summary', 'f3_no2_daily_summary', 'f4_no2_daily_summary', 'f0_lead_daily_summary', 'f5_lead_daily_summary', 'f6_lead_daily_summary', 'f1_pm10_daily_summary', 'o3_AQIpm10_daily_summary', 'f0_pm10_daily_summary', 'f0_wind_daily_summary', 'f1_wind_daily_summary', 'f2_wind_daily_summary', 'f3_wind_daily_summary', 'f4_wind_daily_summary', 'f5_wind_daily_summary', 'f1_co_daily_summary', 'o3_AQIco_daily_summary', 'f2_co_daily_summary', 'f0_co_daily_summary', 'f4_co_daily_summary', 'f3_co_daily_summary', 'f0_pressure_daily_summary', 'f1_pressure_daily_summary', 'f2_pressure_daily_summary', 'f4_pressure_daily_summary', 'f5_pressure_daily_summary', 'f6_pressure_daily_summary', 'f0_voc_daily_summary', 'f1_voc_daily_summary', 'f3_voc_daily_summary', 'f2_voc_daily_summary', 'f6_voc_daily_summary', 'f5_voc_daily_summary', 'f0_pm25_speciation_daily_summary', 'f3_pm25_speciation_daily_summary', 'f2_pm25_speciation_daily_summary', 'f5_pm25_speciation_daily_summary', 'f1_pm25_speciation_daily_summary', 'f4_pm25_speciation_daily_summary', 'o3_AQIpm25_frm_daily_summary', 'f0_pm25_frm_daily_summary', 'f3_pm25_frm_daily_summary']
25; 2.0298034274934614e-05; ['f0_temp', 'f1_temp', 'f2_temp', 'f3_temp', 'f4_temp', 'f5_temp', 'f6_temp', 'f0_hap_daily_summary', 'f1_hap_daily_summary', 'f2_hap_daily_summary', 'f3_hap_daily_summary', 'f6_hap_daily_summary', 'f4_hap_daily_summary', 'o3_AQIpm25_nonfrm_daily_summary', 'f1_pm25_nonfrm_daily_summary', 'f0_pm25_nonfrm_daily_summary', 'f3_pm25_nonfrm_daily_summary', 'f2_pm25_nonfrm_daily_summary', 'f4_pm25_nonfrm_daily_summary', 'f0_nonoxnoy_daily_summary', 'f1_nonoxnoy_daily_summary', 'f2_nonoxnoy_daily_summary', 'f3_nonoxnoy_daily_summary', 'f4_nonoxnoy_daily_summary', 'f6_nonoxnoy_daily_summary', 'f1_no2_daily_summary', 'o3_AQIno2_daily_summary', 'f2_no2_daily_summary', 'f0_no2_daily_summary', 'f3_no2_daily_summary', 'f4_no2_daily_summary', 'f0_lead_daily_summary', 'f5_lead_daily_summary', 'f6_lead_daily_summary', 'f1_pm10_daily_summary', 'o3_AQIpm10_daily_summary', 'f0_pm10_daily_summary', 'f0_wind_daily_summary', 'f1_wind_daily_summary', 'f2_wind_daily_summary', 'f3_wind_daily_summary', 'f4_wind_daily_summary', 'f5_wind_daily_summary', 'f1_co_daily_summary', 'o3_AQIco_daily_summary', 'f2_co_daily_summary', 'f0_co_daily_summary', 'f4_co_daily_summary', 'f3_co_daily_summary', 'f0_pressure_daily_summary', 'f1_pressure_daily_summary', 'f2_pressure_daily_summary', 'f4_pressure_daily_summary', 'f5_pressure_daily_summary', 'f6_pressure_daily_summary', 'f0_voc_daily_summary', 'f1_voc_daily_summary', 'f3_voc_daily_summary', 'f2_voc_daily_summary', 'f6_voc_daily_summary', 'f5_voc_daily_summary', 'f0_pm25_speciation_daily_summary', 'f3_pm25_speciation_daily_summary', 'f2_pm25_speciation_daily_summary', 'f5_pm25_speciation_daily_summary', 'f1_pm25_speciation_daily_summary', 'f4_pm25_speciation_daily_summary', 'o3_AQIpm25_frm_daily_summary', 'f0_pm25_frm_daily_summary', 'f3_pm25_frm_daily_summary', 'f5_pm25_frm_daily_summary', 'f1_pm25_frm_daily_summary', 'f4_pm25_frm_daily_summary']
26; 1.726451868961597e-05; ['f0_temp', 'f1_temp', 'f2_temp', 'f3_temp', 'f4_temp', 'f5_temp', 'f6_temp', 'f0_hap_daily_summary', 'f1_hap_daily_summary', 'f2_hap_daily_summary', 'f3_hap_daily_summary', 'f6_hap_daily_summary', 'f4_hap_daily_summary', 'o3_AQIpm25_nonfrm_daily_summary', 'f1_pm25_nonfrm_daily_summary', 'f0_pm25_nonfrm_daily_summary', 'f3_pm25_nonfrm_daily_summary', 'f2_pm25_nonfrm_daily_summary', 'f4_pm25_nonfrm_daily_summary', 'f0_nonoxnoy_daily_summary', 'f1_nonoxnoy_daily_summary', 'f2_nonoxnoy_daily_summary', 'f3_nonoxnoy_daily_summary', 'f4_nonoxnoy_daily_summary', 'f6_nonoxnoy_daily_summary', 'f1_no2_daily_summary', 'o3_AQIno2_daily_summary', 'f2_no2_daily_summary', 'f0_no2_daily_summary', 'f3_no2_daily_summary', 'f4_no2_daily_summary', 'f0_lead_daily_summary', 'f5_lead_daily_summary', 'f6_lead_daily_summary', 'f1_pm10_daily_summary', 'o3_AQIpm10_daily_summary', 'f0_pm10_daily_summary', 'f0_wind_daily_summary', 'f1_wind_daily_summary', 'f2_wind_daily_summary', 'f3_wind_daily_summary', 'f4_wind_daily_summary', 'f5_wind_daily_summary', 'f1_co_daily_summary', 'o3_AQIco_daily_summary', 'f2_co_daily_summary', 'f0_co_daily_summary', 'f4_co_daily_summary', 'f3_co_daily_summary', 'f0_pressure_daily_summary', 'f1_pressure_daily_summary', 'f2_pressure_daily_summary', 'f4_pressure_daily_summary', 'f5_pressure_daily_summary', 'f6_pressure_daily_summary', 'f0_voc_daily_summary', 'f1_voc_daily_summary', 'f3_voc_daily_summary', 'f2_voc_daily_summary', 'f6_voc_daily_summary', 'f5_voc_daily_summary', 'f0_pm25_speciation_daily_summary', 'f3_pm25_speciation_daily_summary', 'f2_pm25_speciation_daily_summary', 'f5_pm25_speciation_daily_summary', 'f1_pm25_speciation_daily_summary', 'f4_pm25_speciation_daily_summary', 'o3_AQIpm25_frm_daily_summary', 'f0_pm25_frm_daily_summary', 'f3_pm25_frm_daily_summary', 'f5_pm25_frm_daily_summary', 'f1_pm25_frm_daily_summary', 'f4_pm25_frm_daily_summary', 'o3_AQIo3_daily_summary', 'f0_o3_daily_summary', 'f1_o3_daily_summary']
27; 1.7483656757782285e-05; ['f0_temp', 'f1_temp', 'f2_temp', 'f3_temp', 'f4_temp', 'f5_temp', 'f6_temp', 'f0_hap_daily_summary', 'f1_hap_daily_summary', 'f2_hap_daily_summary', 'f3_hap_daily_summary', 'f6_hap_daily_summary', 'f4_hap_daily_summary', 'o3_AQIpm25_nonfrm_daily_summary', 'f1_pm25_nonfrm_daily_summary', 'f0_pm25_nonfrm_daily_summary', 'f3_pm25_nonfrm_daily_summary', 'f2_pm25_nonfrm_daily_summary', 'f4_pm25_nonfrm_daily_summary', 'f0_nonoxnoy_daily_summary', 'f1_nonoxnoy_daily_summary', 'f2_nonoxnoy_daily_summary', 'f3_nonoxnoy_daily_summary', 'f4_nonoxnoy_daily_summary', 'f6_nonoxnoy_daily_summary', 'f1_no2_daily_summary', 'o3_AQIno2_daily_summary', 'f2_no2_daily_summary', 'f0_no2_daily_summary', 'f3_no2_daily_summary', 'f4_no2_daily_summary', 'f0_lead_daily_summary', 'f5_lead_daily_summary', 'f6_lead_daily_summary', 'f1_pm10_daily_summary', 'o3_AQIpm10_daily_summary', 'f0_pm10_daily_summary', 'f0_wind_daily_summary', 'f1_wind_daily_summary', 'f2_wind_daily_summary', 'f3_wind_daily_summary', 'f4_wind_daily_summary', 'f5_wind_daily_summary', 'f1_co_daily_summary', 'o3_AQIco_daily_summary', 'f2_co_daily_summary', 'f0_co_daily_summary', 'f4_co_daily_summary', 'f3_co_daily_summary', 'f0_pressure_daily_summary', 'f1_pressure_daily_summary', 'f2_pressure_daily_summary', 'f4_pressure_daily_summary', 'f5_pressure_daily_summary', 'f6_pressure_daily_summary', 'f0_voc_daily_summary', 'f1_voc_daily_summary', 'f3_voc_daily_summary', 'f2_voc_daily_summary', 'f6_voc_daily_summary', 'f5_voc_daily_summary', 'f0_pm25_speciation_daily_summary', 'f3_pm25_speciation_daily_summary', 'f2_pm25_speciation_daily_summary', 'f5_pm25_speciation_daily_summary', 'f1_pm25_speciation_daily_summary', 'f4_pm25_speciation_daily_summary', 'o3_AQIpm25_frm_daily_summary', 'f0_pm25_frm_daily_summary', 'f3_pm25_frm_daily_summary', 'f5_pm25_frm_daily_summary', 'f1_pm25_frm_daily_summary', 'f4_pm25_frm_daily_summary', 'o3_AQIo3_daily_summary', 'f0_o3_daily_summary', 'f1_o3_daily_summary', 'f2_o3_daily_summary', 'f5_o3_daily_summary', 'f3_o3_daily_summary']
28; 1.53842392439487e-05; ['f0_temp', 'f1_temp', 'f2_temp', 'f3_temp', 'f4_temp', 'f5_temp', 'f6_temp', 'f0_hap_daily_summary', 'f1_hap_daily_summary', 'f2_hap_daily_summary', 'f3_hap_daily_summary', 'f6_hap_daily_summary', 'f4_hap_daily_summary', 'o3_AQIpm25_nonfrm_daily_summary', 'f1_pm25_nonfrm_daily_summary', 'f0_pm25_nonfrm_daily_summary', 'f3_pm25_nonfrm_daily_summary', 'f2_pm25_nonfrm_daily_summary', 'f4_pm25_nonfrm_daily_summary', 'f0_nonoxnoy_daily_summary', 'f1_nonoxnoy_daily_summary', 'f2_nonoxnoy_daily_summary', 'f3_nonoxnoy_daily_summary', 'f4_nonoxnoy_daily_summary', 'f6_nonoxnoy_daily_summary', 'f1_no2_daily_summary', 'o3_AQIno2_daily_summary', 'f2_no2_daily_summary', 'f0_no2_daily_summary', 'f3_no2_daily_summary', 'f4_no2_daily_summary', 'f0_lead_daily_summary', 'f5_lead_daily_summary', 'f6_lead_daily_summary', 'f1_pm10_daily_summary', 'o3_AQIpm10_daily_summary', 'f0_pm10_daily_summary', 'f0_wind_daily_summary', 'f1_wind_daily_summary', 'f2_wind_daily_summary', 'f3_wind_daily_summary', 'f4_wind_daily_summary', 'f5_wind_daily_summary', 'f1_co_daily_summary', 'o3_AQIco_daily_summary', 'f2_co_daily_summary', 'f0_co_daily_summary', 'f4_co_daily_summary', 'f3_co_daily_summary', 'f0_pressure_daily_summary', 'f1_pressure_daily_summary', 'f2_pressure_daily_summary', 'f4_pressure_daily_summary', 'f5_pressure_daily_summary', 'f6_pressure_daily_summary', 'f0_voc_daily_summary', 'f1_voc_daily_summary', 'f3_voc_daily_summary', 'f2_voc_daily_summary', 'f6_voc_daily_summary', 'f5_voc_daily_summary', 'f0_pm25_speciation_daily_summary', 'f3_pm25_speciation_daily_summary', 'f2_pm25_speciation_daily_summary', 'f5_pm25_speciation_daily_summary', 'f1_pm25_speciation_daily_summary', 'f4_pm25_speciation_daily_summary', 'o3_AQIpm25_frm_daily_summary', 'f0_pm25_frm_daily_summary', 'f3_pm25_frm_daily_summary', 'f5_pm25_frm_daily_summary', 'f1_pm25_frm_daily_summary', 'f4_pm25_frm_daily_summary', 'o3_AQIo3_daily_summary', 'f0_o3_daily_summary', 'f1_o3_daily_summary', 'f2_o3_daily_summary', 'f5_o3_daily_summary', 'f3_o3_daily_summary', 'f1_so2_daily_summary', 'o3_AQIso2_daily_summary', 'f2_so2_daily_summary']
29; 1.5190154971395866e-05; ['f0_temp', 'f1_temp', 'f2_temp', 'f3_temp', 'f4_temp', 'f5_temp', 'f6_temp', 'f0_hap_daily_summary', 'f1_hap_daily_summary', 'f2_hap_daily_summary', 'f3_hap_daily_summary', 'f6_hap_daily_summary', 'f4_hap_daily_summary', 'o3_AQIpm25_nonfrm_daily_summary', 'f1_pm25_nonfrm_daily_summary', 'f0_pm25_nonfrm_daily_summary', 'f3_pm25_nonfrm_daily_summary', 'f2_pm25_nonfrm_daily_summary', 'f4_pm25_nonfrm_daily_summary', 'f0_nonoxnoy_daily_summary', 'f1_nonoxnoy_daily_summary', 'f2_nonoxnoy_daily_summary', 'f3_nonoxnoy_daily_summary', 'f4_nonoxnoy_daily_summary', 'f6_nonoxnoy_daily_summary', 'f1_no2_daily_summary', 'o3_AQIno2_daily_summary', 'f2_no2_daily_summary', 'f0_no2_daily_summary', 'f3_no2_daily_summary', 'f4_no2_daily_summary', 'f0_lead_daily_summary', 'f5_lead_daily_summary', 'f6_lead_daily_summary', 'f1_pm10_daily_summary', 'o3_AQIpm10_daily_summary', 'f0_pm10_daily_summary', 'f0_wind_daily_summary', 'f1_wind_daily_summary', 'f2_wind_daily_summary', 'f3_wind_daily_summary', 'f4_wind_daily_summary', 'f5_wind_daily_summary', 'f1_co_daily_summary', 'o3_AQIco_daily_summary', 'f2_co_daily_summary', 'f0_co_daily_summary', 'f4_co_daily_summary', 'f3_co_daily_summary', 'f0_pressure_daily_summary', 'f1_pressure_daily_summary', 'f2_pressure_daily_summary', 'f4_pressure_daily_summary', 'f5_pressure_daily_summary', 'f6_pressure_daily_summary', 'f0_voc_daily_summary', 'f1_voc_daily_summary', 'f3_voc_daily_summary', 'f2_voc_daily_summary', 'f6_voc_daily_summary', 'f5_voc_daily_summary', 'f0_pm25_speciation_daily_summary', 'f3_pm25_speciation_daily_summary', 'f2_pm25_speciation_daily_summary', 'f5_pm25_speciation_daily_summary', 'f1_pm25_speciation_daily_summary', 'f4_pm25_speciation_daily_summary', 'o3_AQIpm25_frm_daily_summary', 'f0_pm25_frm_daily_summary', 'f3_pm25_frm_daily_summary', 'f5_pm25_frm_daily_summary', 'f1_pm25_frm_daily_summary', 'f4_pm25_frm_daily_summary', 'o3_AQIo3_daily_summary', 'f0_o3_daily_summary', 'f1_o3_daily_summary', 'f2_o3_daily_summary', 'f5_o3_daily_summary', 'f3_o3_daily_summary', 'f1_so2_daily_summary', 'o3_AQIso2_daily_summary', 'f2_so2_daily_summary', 'f0_so2_daily_summary', 'f3_so2_daily_summary', 'f5_so2_daily_summary']
30; 1.371035696984512e-05; ['f0_temp', 'f1_temp', 'f2_temp', 'f3_temp', 'f4_temp', 'f5_temp', 'f6_temp', 'f0_hap_daily_summary', 'f1_hap_daily_summary', 'f2_hap_daily_summary', 'f3_hap_daily_summary', 'f6_hap_daily_summary', 'f4_hap_daily_summary', 'o3_AQIpm25_nonfrm_daily_summary', 'f1_pm25_nonfrm_daily_summary', 'f0_pm25_nonfrm_daily_summary', 'f3_pm25_nonfrm_daily_summary', 'f2_pm25_nonfrm_daily_summary', 'f4_pm25_nonfrm_daily_summary', 'f0_nonoxnoy_daily_summary', 'f1_nonoxnoy_daily_summary', 'f2_nonoxnoy_daily_summary', 'f3_nonoxnoy_daily_summary', 'f4_nonoxnoy_daily_summary', 'f6_nonoxnoy_daily_summary', 'f1_no2_daily_summary', 'o3_AQIno2_daily_summary', 'f2_no2_daily_summary', 'f0_no2_daily_summary', 'f3_no2_daily_summary', 'f4_no2_daily_summary', 'f0_lead_daily_summary', 'f5_lead_daily_summary', 'f6_lead_daily_summary', 'f1_pm10_daily_summary', 'o3_AQIpm10_daily_summary', 'f0_pm10_daily_summary', 'f0_wind_daily_summary', 'f1_wind_daily_summary', 'f2_wind_daily_summary', 'f3_wind_daily_summary', 'f4_wind_daily_summary', 'f5_wind_daily_summary', 'f1_co_daily_summary', 'o3_AQIco_daily_summary', 'f2_co_daily_summary', 'f0_co_daily_summary', 'f4_co_daily_summary', 'f3_co_daily_summary', 'f0_pressure_daily_summary', 'f1_pressure_daily_summary', 'f2_pressure_daily_summary', 'f4_pressure_daily_summary', 'f5_pressure_daily_summary', 'f6_pressure_daily_summary', 'f0_voc_daily_summary', 'f1_voc_daily_summary', 'f3_voc_daily_summary', 'f2_voc_daily_summary', 'f6_voc_daily_summary', 'f5_voc_daily_summary', 'f0_pm25_speciation_daily_summary', 'f3_pm25_speciation_daily_summary', 'f2_pm25_speciation_daily_summary', 'f5_pm25_speciation_daily_summary', 'f1_pm25_speciation_daily_summary', 'f4_pm25_speciation_daily_summary', 'o3_AQIpm25_frm_daily_summary', 'f0_pm25_frm_daily_summary', 'f3_pm25_frm_daily_summary', 'f5_pm25_frm_daily_summary', 'f1_pm25_frm_daily_summary', 'f4_pm25_frm_daily_summary', 'o3_AQIo3_daily_summary', 'f0_o3_daily_summary', 'f1_o3_daily_summary', 'f2_o3_daily_summary', 'f5_o3_daily_summary', 'f3_o3_daily_summary', 'f1_so2_daily_summary', 'o3_AQIso2_daily_summary', 'f2_so2_daily_summary', 'f0_so2_daily_summary', 'f3_so2_daily_summary', 'f5_so2_daily_summary', 'f0_rh_and_dp_daily_summary', 'f1_rh_and_dp_daily_summary', 'f2_rh_and_dp_daily_summary']
